,Admin2,Province_State,Lat,Long_
2719,LAJE,BAHIA,-13.1673,-39.4213
2720,LAJE DO MURIAE,RIO DE JANEIRO,-21.2091,-42.1271
2721,LAJEADO,TOCANTINS,-9.74996,-48.3565
2722,LAJEADO,RIO GRANDE DO SUL,-29.4591,-51.9644
2723,LAJEADO DO BUGRE,RIO GRANDE DO SUL,-27.6913,-53.1818
2724,LAJEADO GRANDE,SANTA CATARINA,-26.8576,-52.5648
2725,LAJEADO NOVO,MARANHAO,-6.18539,-47.0293
2726,LAJEDAO,BAHIA,-17.6056,-40.3383
2727,LAJEDINHO,BAHIA,-12.3529,-40.9048
2728,LAJEDO,PERNAMBUCO,-8.657910000000001,-36.3293
2729,LAJEDO DO TABOCAL,BAHIA,-13.4663,-40.2204
2730,LAJES,RIO GRANDE DO NORTE,-5.693219999999999,-36.247
2731,LAJES PINTADAS,RIO GRANDE DO NORTE,-6.149430000000001,-36.1171
2732,LAJINHA,MINAS GERAIS,-20.1539,-41.6228
2733,LAMARAO,BAHIA,-11.773,-38.887
2734,LAMBARI,MINAS GERAIS,-21.9671,-45.3498
2735,LAMBARI D'OESTE,MATO GROSSO,-15.3188,-58.0046
2736,LAMIM,MINAS GERAIS,-20.79,-43.4706
2737,LANDRI SALES,PIAUI,-7.25922,-43.9364
2738,LAPA,PARANA,-25.7671,-49.7168
2739,LAPAO,BAHIA,-11.3851,-41.8286
2740,LARANJA DA TERRA,ESPIRITO SANTO,-19.8994,-41.0621
2741,LARANJAL,MINAS GERAIS,-21.3715,-42.4732
2742,LARANJAL,PARANA,-24.8862,-52.47
2743,LARANJAL DO JARI,AMAPA,-0.8049109999999999,-52.453
2744,LARANJAL PAULISTA,SAO PAULO,-23.0506,-47.8375
2745,LARANJEIRAS,SERGIPE,-10.7981,-37.1731
2746,LARANJEIRAS DO SUL,PARANA,-25.4077,-52.4109
2747,LASSANCE,MINAS GERAIS,-17.887,-44.5735
2748,LASTRO,PARAIBA,-6.50603,-38.1742
2749,LAURENTINO,SANTA CATARINA,-27.2173,-49.7331
2750,LAURO DE FREITAS,BAHIA,-12.8978,-38.321
2751,LAURO MULLER,SANTA CATARINA,-28.3859,-49.4035
2752,LAVANDEIRA,TOCANTINS,-12.7847,-46.5099
2753,LAVINIA,SAO PAULO,-21.1639,-51.0412
2754,LAVRAS,MINAS GERAIS,-21.248,-45.0009
2755,LAVRAS DA MANGABEIRA,CEARA,-6.7448,-38.9706
2756,LAVRAS DO SUL,RIO GRANDE DO SUL,-30.8071,-53.8931
2757,LAVRINHAS,SAO PAULO,-22.57,-44.9024
2758,LEANDRO FERREIRA,MINAS GERAIS,-19.7193,-45.0279
2759,LEBON REGIS,SANTA CATARINA,-26.928,-50.6921
2760,LEME,SAO PAULO,-22.1809,-47.3841
2761,LEME DO PRADO,MINAS GERAIS,-17.0793,-42.6936
2762,LENCOIS,BAHIA,-12.5616,-41.3928
2763,LENCOIS PAULISTA,SAO PAULO,-22.6027,-48.8037
2764,LEOBERTO LEAL,SANTA CATARINA,-27.5081,-49.2789
2765,LEOPOLDINA,MINAS GERAIS,-21.5296,-42.6421
2766,LEOPOLDO DE BULHOES,GOIAS,-16.619,-48.7428
2767,LEOPOLIS,PARANA,-23.0818,-50.7511
2768,LIBERATO SALZANO,RIO GRANDE DO SUL,-27.601,-53.0753
2769,LIBERDADE,MINAS GERAIS,-22.0275,-44.3208
2770,LICINIO DE ALMEIDA,BAHIA,-14.6842,-42.5095
2771,LIDIANOPOLIS,PARANA,-24.11,-51.6506
2772,LIMA CAMPOS,MARANHAO,-4.51837,-44.4646
2773,LIMA DUARTE,MINAS GERAIS,-21.8386,-43.7934
2774,LIMEIRA,SAO PAULO,-22.566,-47.397
2775,LIMEIRA DO OESTE,MINAS GERAIS,-19.5512,-50.5815
2776,LIMOEIRO,PERNAMBUCO,-7.8726,-35.4402
2777,LIMOEIRO DE ANADIA,ALAGOAS,-9.74098,-36.5121
2778,LIMOEIRO DO AJURU,PARA,-1.8985,-49.3903
2779,LIMOEIRO DO NORTE,CEARA,-5.14392,-38.0847
2780,LINDOESTE,PARANA,-25.2596,-53.5733
2781,LINDOIA,SAO PAULO,-22.5226,-46.65
2782,LINDOIA DO SUL,SANTA CATARINA,-27.0545,-52.068999999999996
2783,LINDOLFO COLLOR,RIO GRANDE DO SUL,-29.5859,-51.2141
2784,LINHA NOVA,RIO GRANDE DO SUL,-29.4679,-51.2003
2785,LINHARES,ESPIRITO SANTO,-19.3946,-40.0643
2786,LINS,SAO PAULO,-21.6718,-49.7526
2787,LIVRAMENTO,PARAIBA,-7.37113,-36.9491
2788,LIVRAMENTO DE NOSSA SENHORA,BAHIA,-13.6369,-41.8432
2789,LIZARDA,TOCANTINS,-9.590019999999999,-46.6738
2790,LOANDA,PARANA,-22.9232,-53.1362
2791,LOBATO,PARANA,-23.0058,-51.9524
2792,LOGRADOURO,PARAIBA,-6.611910000000001,-35.4384
2793,LONDRINA,PARANA,-23.304000000000002,-51.1691
2794,LONTRA,MINAS GERAIS,-15.9013,-44.306000000000004
2795,LONTRAS,SANTA CATARINA,-27.1684,-49.535
2796,LORENA,SAO PAULO,-22.7334,-45.1197
2797,LORETO,MARANHAO,-7.081110000000001,-45.1451
2798,LOURDES,SAO PAULO,-20.965999999999998,-50.2263
2799,LOUVEIRA,SAO PAULO,-23.0856,-46.9484
2800,LUCAS DO RIO VERDE,MATO GROSSO,-13.0588,-55.9042
2801,LUCELIA,SAO PAULO,-21.7182,-51.0215
2802,LUCENA,PARAIBA,-6.90258,-34.8748
2803,LUCIANOPOLIS,SAO PAULO,-22.4294,-49.522
2804,LUCIARA,MATO GROSSO,-11.2219,-50.6676
2805,LUCRECIA,RIO GRANDE DO NORTE,-6.10525,-37.8134
2806,LUIS ANTONIO,SAO PAULO,-21.55,-47.7801
2807,LUIS CORREIA,PIAUI,-2.8843799999999997,-41.6641
2808,LUIS DOMINGUES,MARANHAO,-1.27492,-45.867
2809,LUIS EDUARDO MAGALHAES,BAHIA,-12.0956,-45.7866
2810,LUIS GOMES,RIO GRANDE DO NORTE,-6.405880000000001,-38.3899
2811,LUISBURGO,MINAS GERAIS,-20.4468,-42.0976
2812,LUISLANDIA,MINAS GERAIS,-16.1095,-44.5886
2813,LUIZ ALVES,SANTA CATARINA,-26.7151,-48.9322
2814,LUIZIANA,PARANA,-24.2853,-52.269
2815,LUIZIANIA,SAO PAULO,-21.6737,-50.3294
2816,LUMINARIAS,MINAS GERAIS,-21.5145,-44.9034
2817,LUNARDELLI,PARANA,-24.0821,-51.7368
2818,LUPERCIO,SAO PAULO,-22.4146,-49.818000000000005
2819,LUPIONOPOLIS,PARANA,-22.755,-51.6601
2820,LUTECIA,SAO PAULO,-22.3384,-50.394
2821,LUZ,MINAS GERAIS,-19.7911,-45.6794
2822,LUZERNA,SANTA CATARINA,-27.1304,-51.4682
2823,LUZIANIA,GOIAS,-16.253,-47.95
2824,LUZILANDIA,PIAUI,-3.4683,-42.3718
2825,LUZINOPOLIS,TOCANTINS,-6.17794,-47.8582
2826,MACAE,RIO DE JANEIRO,-22.3768,-41.7848
2827,MACAIBA,RIO GRANDE DO NORTE,-5.85229,-35.3552
2828,MACAJUBA,BAHIA,-12.1326,-40.3571
2829,MACAMBARA,RIO GRANDE DO SUL,-29.1445,-56.0674
2830,MACAMBIRA,SERGIPE,-10.6619,-37.5413
2831,MACAPA,AMAPA,0.034934,-51.0694
2832,MACAPARANA,PERNAMBUCO,-7.5556399999999995,-35.4425
2833,MACARANI,BAHIA,-15.5646,-40.4209
2834,MACATUBA,SAO PAULO,-22.5002,-48.7102
2835,MACAU,RIO GRANDE DO NORTE,-5.10795,-36.6318
2836,MACAUBAL,SAO PAULO,-20.8022,-49.9687
2837,MACAUBAS,BAHIA,-13.0186,-42.6945
2838,MACEDONIA,SAO PAULO,-20.1444,-50.1973
2839,MACEIO,ALAGOAS,-9.665989999999999,-35.735
2840,MACHACALIS,MINAS GERAIS,-17.0723,-40.7245
2841,MACHADINHO,RIO GRANDE DO SUL,-27.5667,-51.6668
2842,MACHADINHO D'OESTE,RONDONIA,-9.44363,-61.9818
2843,MACHADO,MINAS GERAIS,-21.6778,-45.9219
2844,MACHADOS,PERNAMBUCO,-7.688269999999999,-35.5114
2845,MACIEIRA,SANTA CATARINA,-26.8552,-51.3705
2846,MACUCO,RIO DE JANEIRO,-21.9813,-42.2533
2847,MACURURE,BAHIA,-9.16226,-39.0518
2848,MADALENA,CEARA,-4.84601,-39.5725
2849,MADEIRO,PIAUI,-3.48624,-42.4981
2850,MADRE DE DEUS,BAHIA,-12.7446,-38.6153
2851,MADRE DE DEUS DE MINAS,MINAS GERAIS,-21.483,-44.3287
2852,MAE D'AGUA,PARAIBA,-7.25201,-37.4322
2853,MAE DO RIO,PARA,-2.0568299999999997,-47.5601
2854,MAETINGA,BAHIA,-14.6623,-41.4915
2855,MAFRA,SANTA CATARINA,-26.1159,-49.8086
2856,MAGALHAES BARATA,PARA,-0.803391,-47.6014
2857,MAGALHAES DE ALMEIDA,MARANHAO,-3.39232,-42.2117
2858,MAGDA,SAO PAULO,-20.6445,-50.2305
2859,MAGE,RIO DE JANEIRO,-22.6632,-43.0315
2860,MAIQUINIQUE,BAHIA,-15.624,-40.2587
2861,MAIRI,BAHIA,-11.7107,-40.1437
2862,MAIRINQUE,SAO PAULO,-23.5398,-47.185
2863,MAIRIPORA,SAO PAULO,-23.3171,-46.5897
2864,MAIRIPOTABA,GOIAS,-17.2975,-49.4898
2865,MAJOR GERCINO,SANTA CATARINA,-27.4192,-48.9488
2866,MAJOR ISIDORO,ALAGOAS,-9.53009,-36.992
2867,MAJOR SALES,RIO GRANDE DO NORTE,-6.39949,-38.324
2868,MAJOR VIEIRA,SANTA CATARINA,-26.3709,-50.3266
2869,MALACACHETA,MINAS GERAIS,-17.8456,-42.0769
2870,MALHADA,BAHIA,-14.3371,-43.7686
2871,MALHADA DE PEDRAS,BAHIA,-14.3847,-41.8842
2872,MALHADA DOS BOIS,SERGIPE,-10.3418,-36.9252
2873,MALHADOR,SERGIPE,-10.6649,-37.3004
2874,MALLET,PARANA,-25.8806,-50.8173
2875,MALTA,PARAIBA,-6.897189999999999,-37.5221
2876,MAMANGUAPE,PARAIBA,-6.8337,-35.1213
2877,MAMBAI,GOIAS,-14.4823,-46.1165
2878,MAMBORE,PARANA,-24.316999999999997,-52.5271
2879,MAMONAS,MINAS GERAIS,-15.0479,-42.9469
2880,MAMPITUBA,RIO GRANDE DO SUL,-29.2136,-49.9311
2881,MANACAPURU,AMAZONAS,-3.29066,-60.6216
2882,MANAIRA,PARAIBA,-7.703310000000001,-38.1523
2883,MANAQUIRI,AMAZONAS,-3.44078,-60.4612
2884,MANARI,PERNAMBUCO,-8.9649,-37.6313
2885,MANAUS,AMAZONAS,-3.1186599999999998,-60.0212
2886,MANCIO LIMA,ACRE,-7.616569999999999,-72.8997
2887,MANDAGUACU,PARANA,-23.3458,-52.0944
2888,MANDAGUARI,PARANA,-23.5446,-51.67100000000001
2889,MANDIRITUBA,PARANA,-25.776999999999997,-49.3282
2890,MANDURI,SAO PAULO,-23.0056,-49.3202
2891,MANFRINOPOLIS,PARANA,-26.1441,-53.3113
2892,MANGA,MINAS GERAIS,-14.7529,-43.9391
2893,MANGARATIBA,RIO DE JANEIRO,-22.9594,-44.0409
2894,MANGUEIRINHA,PARANA,-25.9421,-52.1743
2895,MANHUACU,MINAS GERAIS,-20.2572,-42.028
2896,MANHUMIRIM,MINAS GERAIS,-20.3591,-41.9589
2897,MANICORE,AMAZONAS,-5.80462,-61.2895
2898,MANOEL EMIDIO,PIAUI,-8.01234,-43.8755
2899,MANOEL RIBAS,PARANA,-24.5144,-51.6658
2900,MANOEL URBANO,ACRE,-8.83291,-69.2679
2901,MANOEL VIANA,RIO GRANDE DO SUL,-29.5859,-55.4841
2902,MANOEL VITORINO,BAHIA,-14.1476,-40.2399
2903,MANSIDAO,BAHIA,-10.7227,-44.0428
2904,MANTENA,MINAS GERAIS,-18.7761,-40.9874
2905,MANTENOPOLIS,ESPIRITO SANTO,-18.8594,-41.123999999999995
2906,MAQUINE,RIO GRANDE DO SUL,-29.6798,-50.2079
2907,MAR DE ESPANHA,MINAS GERAIS,-21.8707,-43.0062
2908,MAR VERMELHO,ALAGOAS,-9.447389999999999,-36.3881
2909,MARA ROSA,GOIAS,-14.0148,-49.1777
2910,MARAA,AMAZONAS,-1.85313,-65.57300000000001
2911,MARABA,PARA,-5.38075,-49.1327
2912,MARABA PAULISTA,SAO PAULO,-22.1068,-51.9617
2913,MARACACUME,MARANHAO,-2.04918,-45.9587
2914,MARACAI,SAO PAULO,-22.6149,-50.6713
2915,MARACAJA,SANTA CATARINA,-28.8463,-49.4605
2916,MARACAJU,MATO GROSSO DO SUL,-21.6105,-55.1678
2917,MARACANA,PARA,-0.778899,-47.452
2918,MARACANAU,CEARA,-3.86699,-38.6259
2919,MARACAS,BAHIA,-13.4355,-40.4323
2920,MARAGOGI,ALAGOAS,-9.007439999999999,-35.2267
2921,MARAGOGIPE,BAHIA,-12.776,-38.9175
2922,MARAIAL,PERNAMBUCO,-8.79062,-35.8266
2923,MARAJA DO SENA,MARANHAO,-4.62806,-45.4531
2924,MARANGUAPE,CEARA,-3.89143,-38.6829
2925,MARANHAOZINHO,MARANHAO,-2.24078,-45.8507
2926,MARAPANIM,PARA,-0.7147020000000001,-47.7034
2927,MARAPOAMA,SAO PAULO,-21.2587,-49.13
2928,MARATA,RIO GRANDE DO SUL,-29.5457,-51.5573
2929,MARATAIZES,ESPIRITO SANTO,-21.0398,-40.8384
2930,MARAU,RIO GRANDE DO SUL,-28.4498,-52.1986
2931,MARAU,BAHIA,-14.1035,-39.0137
2932,MARAVILHA,ALAGOAS,-9.23045,-37.3524
2933,MARAVILHA,SANTA CATARINA,-26.7665,-53.1737
2934,MARAVILHAS,MINAS GERAIS,-19.5076,-44.6779
2935,MARCACAO,PARAIBA,-6.76535,-35.0087
2936,MARCELANDIA,MATO GROSSO,-11.0463,-54.4377
2937,MARCELINO RAMOS,RIO GRANDE DO SUL,-27.4676,-51.9095
2938,MARCELINO VIEIRA,RIO GRANDE DO NORTE,-6.2846,-38.1642
2939,MARCIONILIO SOUZA,BAHIA,-13.0064,-40.5295
2940,MARCO,CEARA,-3.1285,-40.1582
2941,MARCOLANDIA,PIAUI,-7.4416899999999995,-40.6602
2942,MARCOS PARENTE,PIAUI,-7.11565,-43.8926
2943,MARECHAL CANDIDO RONDON,PARANA,-24.557,-54.0571
2944,MARECHAL DEODORO,ALAGOAS,-9.709710000000001,-35.8967
2945,MARECHAL FLORIANO,ESPIRITO SANTO,-20.4159,-40.67
2946,MARECHAL THAUMATURGO,ACRE,-8.93898,-72.7997
2947,MAREMA,SANTA CATARINA,-26.8024,-52.6264
2948,MARI,PARAIBA,-7.059419999999999,-35.318000000000005
2949,MARIA DA FE,MINAS GERAIS,-22.3044,-45.3773
2950,MARIA HELENA,PARANA,-23.6158,-53.2053
2951,MARIALVA,PARANA,-23.4843,-51.7928
2952,MARIANA,MINAS GERAIS,-20.3765,-43.413999999999994
2953,MARIANA PIMENTEL,RIO GRANDE DO SUL,-30.353,-51.5803
2954,MARIANO MORO,RIO GRANDE DO SUL,-27.3568,-52.1467
2955,MARIANOPOLIS DO TOCANTINS,TOCANTINS,-9.79377,-49.6553
2956,MARIAPOLIS,SAO PAULO,-21.7959,-51.1824
2957,MARIBONDO,ALAGOAS,-9.58353,-36.3045
2958,MARICA,RIO DE JANEIRO,-22.9354,-42.8246
2959,MARILAC,MINAS GERAIS,-18.5079,-42.0822
2960,MARILANDIA,ESPIRITO SANTO,-19.4114,-40.5456
2961,MARILANDIA DO SUL,PARANA,-23.7425,-51.3137
2962,MARILENA,PARANA,-22.7336,-53.0402
2963,MARILIA,SAO PAULO,-22.2171,-49.9501
2964,MARILUZ,PARANA,-24.0089,-53.1432
2965,MARINGA,PARANA,-23.4205,-51.9333
2966,MARINOPOLIS,SAO PAULO,-20.4389,-50.8254
2967,MARIO CAMPOS,MINAS GERAIS,-20.0582,-44.1883
2968,MARIOPOLIS,PARANA,-26.355,-52.5532
2969,MARIPA,PARANA,-24.42,-53.8286
2970,MARIPA DE MINAS,MINAS GERAIS,-21.6979,-42.9546
2971,MARITUBA,PARA,-1.36002,-48.3421
2972,MARIZOPOLIS,PARAIBA,-6.82748,-38.3528
2973,MARLIERIA,MINAS GERAIS,-19.7096,-42.7327
2974,MARMELEIRO,PARANA,-26.1472,-53.0267
2975,MARMELOPOLIS,MINAS GERAIS,-22.447,-45.1645
2976,MARQUES DE SOUZA,RIO GRANDE DO SUL,-29.3311,-52.0973
2977,MARQUINHO,PARANA,-25.112,-52.2497
2978,MARTINHO CAMPOS,MINAS GERAIS,-19.3306,-45.2434
2979,MARTINOPOLE,CEARA,-3.2252,-40.6896
2980,MARTINOPOLIS,SAO PAULO,-22.1462,-51.1709
2981,MARTINS,RIO GRANDE DO NORTE,-6.08279,-37.908
2982,MARTINS SOARES,MINAS GERAIS,-20.2546,-41.8786
2983,MARUIM,SERGIPE,-10.7308,-37.0856
2984,MARUMBI,PARANA,-23.7058,-51.6404
2985,MARZAGAO,GOIAS,-17.983,-48.6415
2986,MASCOTE,BAHIA,-15.5542,-39.3016
2987,MASSAPE,CEARA,-3.5236400000000003,-40.3423
2988,MASSAPE DO PIAUI,PIAUI,-7.47469,-41.1103
2989,MASSARANDUBA,PARAIBA,-7.18995,-35.7848
2990,MASSARANDUBA,SANTA CATARINA,-26.6109,-49.0054
2991,MATA,RIO GRANDE DO SUL,-29.5649,-54.4641
2992,MATA DE SAO JOAO,BAHIA,-12.5307,-38.3009
2993,MATA GRANDE,ALAGOAS,-9.11824,-37.7323
2994,MATA ROMA,MARANHAO,-3.62035,-43.1112
2995,MATA VERDE,MINAS GERAIS,-15.6869,-40.7366
2996,MATAO,SAO PAULO,-21.6025,-48.364
2997,MATARACA,PARAIBA,-6.59673,-35.0531
2998,MATEIROS,TOCANTINS,-10.5464,-46.4168
2999,MATELANDIA,PARANA,-25.2496,-53.9935
3000,MATERLANDIA,MINAS GERAIS,-18.4699,-43.0579
3001,MATEUS LEME,MINAS GERAIS,-19.9794,-44.4318
3002,MATHIAS LOBATO,MINAS GERAIS,-18.59,-41.9166
3003,MATIAS BARBOSA,MINAS GERAIS,-21.869,-43.3135
3004,MATIAS CARDOSO,MINAS GERAIS,-14.8563,-43.9146
3005,MATIAS OLIMPIO,PIAUI,-3.7149199999999998,-42.5507
3006,MATINA,BAHIA,-13.9109,-42.8439
3007,MATINHA,MARANHAO,-3.09849,-45.035
3008,MATINHAS,PARAIBA,-7.124860000000001,-35.7669
3009,MATINHOS,PARANA,-25.8237,-48.549
3010,MATIPO,MINAS GERAIS,-20.2873,-42.3401
3011,MATO CASTELHANO,RIO GRANDE DO SUL,-28.28,-52.1932
3012,MATO GROSSO,PARAIBA,-6.54018,-37.7279
3013,MATO LEITAO,RIO GRANDE DO SUL,-29.5285,-52.1278
3014,MATO QUEIMADO,RIO GRANDE DO SUL,-28.252,-54.6159
3015,MATO RICO,PARANA,-24.6995,-52.1454
3016,MATO VERDE,MINAS GERAIS,-15.3944,-42.86
3017,MATOES,MARANHAO,-5.51359,-43.2018
3018,MATOES DO NORTE,MARANHAO,-3.6244,-44.5468
3019,MATOS COSTA,SANTA CATARINA,-26.4709,-51.1501
3020,MATOZINHOS,MINAS GERAIS,-19.5543,-44.0868
3021,MATRINCHA,GOIAS,-15.4342,-50.7456
3022,MATRIZ DE CAMARAGIBE,ALAGOAS,-9.15437,-35.5243
3023,MATUPA,MATO GROSSO,-10.1821,-54.9467
3024,MATUREIA,PARAIBA,-7.261880000000001,-37.351
3025,MATUTINA,MINAS GERAIS,-19.2179,-45.9664
3026,MAUA,SAO PAULO,-23.6677,-46.4613
3027,MAUA DA SERRA,PARANA,-23.8988,-51.2277
3028,MAUES,AMAZONAS,-3.39289,-57.7067
3029,MAURILANDIA,GOIAS,-17.9719,-50.3388
3030,MAURILANDIA DO TOCANTINS,TOCANTINS,-5.95169,-47.5125
3031,MAURITI,CEARA,-7.3859699999999995,-38.7708
3032,MAXARANGUAPE,RIO GRANDE DO NORTE,-5.521809999999999,-35.2631
3033,MAXIMILIANO DE ALMEIDA,RIO GRANDE DO SUL,-27.6325,-51.802
3034,MAZAGAO,AMAPA,-0.11335999999999999,-51.2891
3035,MEDEIROS,MINAS GERAIS,-19.9865,-46.2181
3036,MEDEIROS NETO,BAHIA,-17.3707,-40.2238
3037,MEDIANEIRA,PARANA,-25.2977,-54.0943
3038,MEDICILANDIA,PARA,-3.4463699999999995,-52.8875
3039,MEDINA,MINAS GERAIS,-16.2245,-41.4728
3040,MELEIRO,SANTA CATARINA,-28.8244,-49.6378
3041,MELGACO,PARA,-1.8032,-50.7149
3042,MENDES,RIO DE JANEIRO,-22.5245,-43.7312
3043,MENDES PIMENTEL,MINAS GERAIS,-18.6631,-41.4052
3044,MENDONCA,SAO PAULO,-21.1757,-49.5791
3045,MERCEDES,PARANA,-24.4538,-54.1618
3046,MERCES,MINAS GERAIS,-21.1976,-43.3337
3047,MERIDIANO,SAO PAULO,-20.3579,-50.1811
3048,MERUOCA,CEARA,-3.53974,-40.4531
3049,MESOPOLIS,SAO PAULO,-19.9684,-50.6326
3050,MESQUITA,RIO DE JANEIRO,-22.8028,-43.4601
3051,MESQUITA,MINAS GERAIS,-19.224,-42.6079
3052,MESSIAS,ALAGOAS,-9.393839999999999,-35.8392
3053,MESSIAS TARGINO,RIO GRANDE DO NORTE,-6.071940000000001,-37.5158
3054,MIGUEL ALVES,PIAUI,-4.16857,-42.8963
3055,MIGUEL CALMON,BAHIA,-11.4299,-40.6031
3056,MIGUEL LEAO,PIAUI,-5.68077,-42.7436
3057,MIGUEL PEREIRA,RIO DE JANEIRO,-22.4572,-43.4803
3058,MIGUELOPOLIS,SAO PAULO,-20.1796,-48.031000000000006
3059,MILAGRES,CEARA,-7.29749,-38.9378
3060,MILAGRES,BAHIA,-12.8646,-39.8611
3061,MILAGRES DO MARANHAO,MARANHAO,-3.5744300000000004,-42.6131
3062,MILHA,CEARA,-5.67252,-39.1875
3063,MILTON BRANDAO,PIAUI,-4.68295,-41.4173
3064,MIMOSO DE GOIAS,GOIAS,-15.0515,-48.1611
3065,MIMOSO DO SUL,ESPIRITO SANTO,-21.0628,-41.3615
3066,MINACU,GOIAS,-13.5304,-48.2206
3067,MINADOR DO NEGRAO,ALAGOAS,-9.31236,-36.8696
3068,MINAS DO LEAO,RIO GRANDE DO SUL,-30.1346,-52.0423
3069,MINAS NOVAS,MINAS GERAIS,-17.2156,-42.5884
3070,MINDURI,MINAS GERAIS,-21.6797,-44.6051
3071,MINEIROS,GOIAS,-17.5654,-52.5537
3072,MINEIROS DO TIETE,SAO PAULO,-22.412,-48.451
3073,MINISTRO ANDREAZZA,RONDONIA,-11.196,-61.5174
3074,MIRA ESTRELA,SAO PAULO,-19.9789,-50.138999999999996
3075,MIRABELA,MINAS GERAIS,-16.256,-44.1602
3076,MIRACATU,SAO PAULO,-24.2766,-47.4625
3077,MIRACEMA,RIO DE JANEIRO,-21.4148,-42.1938
3078,MIRACEMA DO TOCANTINS,TOCANTINS,-9.565560000000001,-48.393
3079,MIRADOR,MARANHAO,-6.3745400000000005,-44.3683
3080,MIRADOR,PARANA,-23.255,-52.7761
3081,MIRADOURO,MINAS GERAIS,-20.8899,-42.3458
3082,MIRAGUAI,RIO GRANDE DO SUL,-27.497,-53.6891
3083,MIRAI,MINAS GERAIS,-21.2021,-42.6122
3084,MIRAIMA,CEARA,-3.5686699999999996,-39.9663
3085,MIRANDA,MATO GROSSO DO SUL,-20.2355,-56.3746
3086,MIRANDA DO NORTE,MARANHAO,-3.56313,-44.5814
3087,MIRANDIBA,PERNAMBUCO,-8.12113,-38.7388
3088,MIRANDOPOLIS,SAO PAULO,-21.1313,-51.1035
3089,MIRANGABA,BAHIA,-10.960999999999999,-40.574
3090,MIRANORTE,TOCANTINS,-9.529069999999999,-48.5922
3091,MIRANTE,BAHIA,-14.2385,-40.7718
3092,MIRANTE DA SERRA,RONDONIA,-11.029000000000002,-62.6696
3093,MIRANTE DO PARANAPANEMA,SAO PAULO,-22.2904,-51.9084
3094,MIRASELVA,PARANA,-22.9657,-51.4846
3095,MIRASSOL,SAO PAULO,-20.8169,-49.5206
3096,MIRASSOL D'OESTE,MATO GROSSO,-15.6759,-58.0951
3097,MIRASSOLANDIA,SAO PAULO,-20.6179,-49.4617
3098,MIRAVANIA,MINAS GERAIS,-14.7348,-44.4092
3099,MIRIM DOCE,SANTA CATARINA,-27.197,-50.0786
3100,MIRINZAL,MARANHAO,-2.0709400000000002,-44.7787
3101,MISSAL,PARANA,-25.0919,-54.2477
3102,MISSAO VELHA,CEARA,-7.23522,-39.143
3103,MOCAJUBA,PARA,-2.5831,-49.5042
3104,MOCOCA,SAO PAULO,-21.4647,-47.0024
3105,MODELO,SANTA CATARINA,-26.7729,-53.04
3106,MOEDA,MINAS GERAIS,-20.3399,-44.0509
3107,MOEMA,MINAS GERAIS,-19.8387,-45.4127
3108,MOGEIRO,PARAIBA,-7.28517,-35.4832
3109,MOGI DAS CRUZES,SAO PAULO,-23.5208,-46.1854
3110,MOGI GUACU,SAO PAULO,-22.3675,-46.9428
3111,MOGI MIRIM,SAO PAULO,-22.4332,-46.9532
3112,MOIPORA,GOIAS,-16.5434,-50.739
3113,MOITA BONITA,SERGIPE,-10.5769,-37.3512
3114,MOJU,PARA,-1.8899299999999999,-48.7668
3115,MOJUI DOS CAMPOS,PARA,-2.6822,-54.6425
3116,MOMBACA,CEARA,-5.73844,-39.63
3117,MOMBUCA,SAO PAULO,-22.9285,-47.559
3118,MONCAO,MARANHAO,-3.48125,-45.2496
3119,MONCOES,SAO PAULO,-20.8509,-50.0975
3120,MONDAI,SANTA CATARINA,-27.1008,-53.4032
3121,MONGAGUA,SAO PAULO,-24.0809,-46.6265
3122,MONJOLOS,MINAS GERAIS,-18.3245,-44.118
3123,MONSENHOR GIL,PIAUI,-5.562,-42.6075
3124,MONSENHOR HIPOLITO,PIAUI,-6.99275,-41.026
3125,MONSENHOR PAULO,MINAS GERAIS,-21.7579,-45.5391
3126,MONSENHOR TABOSA,CEARA,-4.79102,-40.0646
3127,MONTADAS,PARAIBA,-7.088480000000001,-35.9592
3128,MONTALVANIA,MINAS GERAIS,-14.4197,-44.3719
3129,MONTANHA,ESPIRITO SANTO,-18.1303,-40.3668
3130,MONTANHAS,RIO GRANDE DO NORTE,-6.48522,-35.2842
3131,MONTAURI,RIO GRANDE DO SUL,-28.6462,-52.0767
3132,MONTE ALEGRE,PARA,-1.99768,-54.0724
3133,MONTE ALEGRE,RIO GRANDE DO NORTE,-6.07063,-35.3253
3134,MONTE ALEGRE DE GOIAS,GOIAS,-13.2552,-46.8928
3135,MONTE ALEGRE DE MINAS,MINAS GERAIS,-18.869,-48.881
3136,MONTE ALEGRE DE SERGIPE,SERGIPE,-10.0256,-37.5616
3137,MONTE ALEGRE DO PIAUI,PIAUI,-9.753639999999999,-45.3037
3138,MONTE ALEGRE DO SUL,SAO PAULO,-22.6817,-46.681000000000004
3139,MONTE ALEGRE DOS CAMPOS,RIO GRANDE DO SUL,-28.6805,-50.7834
3140,MONTE ALTO,SAO PAULO,-21.2655,-48.4971
3141,MONTE APRAZIVEL,SAO PAULO,-20.768,-49.7184
3142,MONTE AZUL,MINAS GERAIS,-15.1514,-42.8718
3143,MONTE AZUL PAULISTA,SAO PAULO,-20.9065,-48.6387
3144,MONTE BELO,MINAS GERAIS,-21.3271,-46.3635
